,ctarget
4625904,dos
2044998,dos
1629345,dos
889585,normal
1467676,dos
2878485,dos
3637190,dos
1880401,dos
855176,normal
4099503,dos
4600259,dos
2440208,dos
3459859,dos
748989,normal
2613504,dos
865754,normal
1037181,normal
198624,normal
3165102,dos
644542,dos
279596,normal
1315165,dos
3346656,dos
1486064,dos
4370162,dos
1190145,dos
2516180,dos
4526065,normal
602332,dos
1896367,dos
1106167,dos
4690135,dos
4220651,dos
1355170,normal
2879331,dos
4653438,dos
2083791,dos
2889065,dos
1429866,normal
1863952,dos
2913794,dos
2650227,dos
1047182,normal
1515971,dos
4420067,dos
3886141,dos
4215205,dos
1684297,dos
1539779,dos
1011179,dos
1927326,dos
2518658,dos
3070290,dos
1768083,dos
3790438,dos
1033089,normal
165913,normal
1843101,dos
3272569,dos
4004627,dos
588550,dos
1853694,dos
3224316,dos
3240281,dos
639808,dos
3982480,dos
503110,probe
3497917,dos
4271896,dos
4183508,dos
1196301,dos
1589195,dos
3770432,dos
4674867,dos
927723,dos
2384956,dos
3092606,dos
3851639,dos
3456994,normal
2974531,dos
3082552,dos
627481,dos
3463427,dos
563023,dos
1868720,dos
1798069,dos
2266093,dos
2266857,dos
4682121,dos
3456309,normal
4233444,dos
2093772,dos
1573556,dos
233517,normal
2968514,dos
2144179,dos
1101596,dos
532174,dos
1443335,normal
1725020,dos
4824599,normal
862770,normal
1855281,dos
3935747,dos
3118021,dos
594928,dos
2375326,dos
1134534,dos
1541467,dos
66516,normal
4182728,dos
709888,dos
1522945,dos
3135576,dos
1034633,normal
3343848,dos
3897246,dos
3452307,normal
2614869,dos
3499761,dos
995649,dos
1281649,dos
3593479,dos
1022389,normal
2797226,dos
120759,normal
4100034,dos
1599349,dos
758103,normal
2993072,dos
4878328,normal
2113941,dos
4635326,dos
4398319,dos
869407,normal
678341,dos
1227692,dos
4720675,dos
3164873,dos
4440423,dos
46483,normal
4406659,dos
2788685,dos
3506038,dos
1232167,dos
4594202,dos
4104418,dos
2076607,dos
1823116,dos
4111971,dos
4250850,dos
3288810,dos
1297720,dos
1239225,dos
3212015,dos
4461546,normal
2102980,dos
4141364,dos
1126770,dos
1703386,dos
1041155,normal
3044633,dos
569843,dos
2250437,dos
2280438,dos
3328630,dos
4518595,probe
2609001,dos
2165249,dos
2921912,dos
1896702,dos
3253754,dos
1327371,dos
1839652,dos
2003882,dos
826074,normal
9390,normal
1138439,dos
1792544,dos
130737,normal
1246678,dos
2243946,dos
4630661,dos
3597803,dos
1513945,dos
2776645,dos
3466159,dos
3926619,normal
4482610,normal
2792773,dos
2009213,dos
3355581,dos
1739662,dos
3662190,dos
2627801,dos
1809743,dos
1031171,normal
2416426,dos
4130615,dos
2106400,dos
2894636,dos
4402846,dos
1090772,dos
4204114,dos
1973500,dos
1796899,dos
174945,normal
614085,dos
890755,normal
3378577,dos
3873695,dos
4245204,dos
2815811,dos
351045,normal
265449,normal
2792761,dos
2410847,dos
3321128,dos
1017691,normal
1000173,dos
3231522,dos
224109,normal
2505401,dos
3516243,dos
724927,normal
107474,dos
3951014,dos
3967329,dos
3690742,dos
4574435,dos
857445,normal
3443588,normal
2224550,dos
3570561,dos
1090308,dos
3535882,dos
2066618,dos
3874242,dos
1498489,dos
4712343,dos
2298995,dos
1161647,dos
608970,dos
136036,normal
769353,normal
182252,normal
3886281,dos
533989,dos
4845141,dos
2739758,dos
3046483,dos
2007337,dos
2104185,dos
4240303,dos
2865841,dos
3305231,dos
3541536,dos
4601083,dos
3075485,dos
2058613,dos
2512667,dos
3701762,dos
1407425,normal
978514,dos
1548198,dos
2543860,dos
3445539,normal
3661615,dos
2704982,dos
3581377,dos
2672992,dos
817178,normal
470171,dos
4050600,dos
269814,normal
1702655,dos
4318429,dos
1226169,dos
903016,dos
4860214,dos
762825,normal
170895,normal
3177444,dos
4330937,dos
1880890,dos
4502459,normal
2455953,dos
4621469,dos
1152160,dos
2592947,dos
3337923,dos
548857,dos
1221627,dos
2297668,dos
1364652,normal
2177026,dos
3075000,dos
1433790,normal
1750858,dos
875205,normal
4482581,normal
1014711,dos
4873336,normal
3197134,dos
3446866,normal
4581182,dos
2496808,dos
2931070,dos
2007796,dos
4676590,dos
1652148,dos
3929499,normal
4194177,dos
511820,normal
4120212,dos
3599285,dos
350011,normal
413723,normal
364008,normal
1021461,normal
1329120,dos
1648547,dos
4182761,dos
4504942,normal
4838245,dos
1679558,dos
1166277,dos
1035330,normal
854415,normal
2284731,dos
2568795,dos
958566,dos
304255,normal
3235330,dos
4376874,dos
2379152,dos
3063756,dos
4627513,dos
624551,dos
437086,dos
3106697,dos
4376223,dos
718519,dos
3668010,dos
2568198,dos
2295803,dos
3319677,dos
4259584,dos
1668171,dos
4543850,normal
1191784,dos
3984468,dos
3277639,dos
1756222,dos
4216325,dos
2603110,dos
3693858,dos
381250,normal
3148880,dos
740699,normal
1222855,dos
3807531,dos
4839662,dos
3666221,normal
3948041,dos
2237160,dos
1071105,dos
61275,normal
3327107,dos
1131007,dos
4461460,normal
3171435,dos
3551840,dos
2902246,dos
2290012,dos
4250480,dos
824928,normal
2884505,dos
3484432,dos
1742116,dos
387750,normal
3929387,normal
4564029,dos
3321060,dos
594147,dos
3160399,dos
3812101,dos
490541,dos
4581465,dos
4530922,normal
2038780,dos
2520376,dos
866303,normal
2841531,dos
4593849,dos
3711327,dos
1845036,dos
3600721,dos
1365922,normal
4203519,dos
4449158,dos
4248680,dos
3084830,dos
2846050,dos
222211,normal
4431708,dos
1606551,dos
1123036,dos
2053727,dos
129306,normal
4136342,dos
365271,normal
3135213,dos
3971139,dos
4496909,normal
3975723,dos
3111975,dos
2361203,dos
234775,normal
4044107,dos
649733,dos
2383340,dos
336360,normal
767094,normal
463419,dos
2032997,dos
2538462,dos
3160555,dos
2239472,dos
2496822,dos
4663683,dos
499711,dos
1645688,dos
1401810,normal
2170790,dos
1010582,dos
2785659,dos
666435,dos
2280766,dos
3893342,dos
1537996,dos
2313094,dos
2630196,dos
2332521,dos
2757890,dos
3563713,dos
4233185,dos
2276880,dos
926347,dos
1651044,dos
4887846,normal
941123,dos
2517765,dos
200465,normal
2970110,dos
2019530,dos
2970490,dos
4768141,normal
461233,dos
2141446,dos
198705,normal
4211572,dos
4288030,dos
177404,normal
4781586,normal
302328,normal
2122352,dos
3654545,dos
3335094,dos
3839359,dos
826292,normal
1020988,normal
2743421,dos
9342,normal
351897,normal
2998937,dos
947835,dos
3246406,dos
312560,normal
2731251,dos
2285384,dos
2370056,dos
1114172,dos
1754716,dos
57038,normal
4286845,dos
3511539,dos
4388546,dos
4486811,normal
4828533,normal
2084118,dos
572918,dos
438377,dos
581701,dos
1143263,dos
1199143,dos
3187355,dos
1019852,normal
1544369,dos
2535713,dos
1077672,dos
760041,normal
3313823,dos
1342465,normal
2017817,dos
3170382,dos
2580512,dos
695428,dos
938963,dos
2376608,dos
3187182,dos
33267,normal
4476101,normal
3816237,dos
4226102,dos
4897523,normal
806680,normal
2093350,dos
3802522,dos
3063579,dos
3614973,dos
1210780,dos
4536051,normal
1610694,dos
3346546,dos
2549807,dos
3468968,dos
334021,normal
2161552,dos
4303151,dos
1593430,dos
3580558,dos
2396795,dos
3146634,dos
2564580,dos
3858851,dos
914724,dos
4632557,dos
2455159,dos
2625310,dos
3375567,dos
3998636,dos
2719736,dos
1858494,dos
3726723,dos
3402239,normal
2241222,dos
1992716,dos
2013556,dos
1622203,dos
3297682,dos
2660673,dos
3185293,dos
3160737,dos
3942130,dos
1810387,dos
3983383,dos
1326879,dos
1167467,dos
300803,normal
2177687,dos
2230937,dos
3145751,dos
3977105,dos
4626984,dos
3363882,dos
1424887,normal
1057221,normal
287494,normal
998032,dos
65188,normal
4112329,dos
2978270,dos
599419,dos
269238,normal
3229874,dos
623349,dos
4574983,dos
2135349,dos
928542,dos
3671481,dos
3916006,dos
1127253,dos
4040681,dos
1038067,normal
2607255,dos
49121,normal
2691477,dos
1640862,dos
54318,normal
256072,normal
4478275,normal
3771979,dos
354605,normal
4477069,normal
1027041,normal
2735095,dos
2770485,dos
2878338,dos
559081,dos
3620819,dos
2182268,dos
1256164,dos
1592444,dos
3249775,dos
2393777,dos
1911238,dos
2391392,dos
1269134,dos
958696,dos
4070984,dos
1220185,dos
2107389,dos
3404514,normal
655261,dos
498585,normal
2635386,dos
1005652,dos
4021280,dos
3304240,dos
4856000,dos
1802814,dos
3818706,dos
3817567,dos
1236657,dos
105602,dos
2504829,dos
3436649,normal
853091,normal
567437,dos
3449687,normal
946044,dos
566343,dos
993836,dos
4854348,dos
175223,normal
3918240,dos
601717,dos
2923393,dos
1009753,dos
4258444,dos
4718388,dos
48064,normal
2620682,dos
496290,dos
3243737,dos
2711311,dos
4794661,normal
705441,dos
4004600,dos
3537375,dos
723945,normal
1479010,dos
3540370,dos
2668018,dos
4491250,normal
2548659,dos
4049272,dos
734599,normal
345717,normal
1610285,dos
2431056,dos
2889542,dos
2742018,dos
2934139,dos
490527,dos
1673771,dos
2877332,dos
4061412,dos
564212,dos
4564527,dos
3839257,dos
2399052,dos
952938,dos
3545577,dos
2833261,dos
2582054,dos
4162518,dos
1608717,dos
4057976,dos
3281648,dos
745152,normal
1706811,dos
829344,normal
258955,normal
3796436,dos
3136480,dos
1170623,dos
254207,normal
4648011,dos
1747301,dos
2051758,dos
1334596,dos
2737914,dos
4627991,dos
653859,dos
1501310,dos
2042880,dos
4288452,dos
1840983,dos
3365913,dos
4029382,dos
3299090,dos
1876446,dos
2307908,dos
679230,dos
4269087,dos
4442336,dos
3444768,normal
3385517,dos
1568927,dos
2041598,dos
3372153,dos
3409820,normal
2584707,dos
3008185,dos
3497307,dos
3803390,dos
3157985,dos
655459,dos
1107811,dos
1181085,dos
30885,normal
2224353,dos
97236,dos
2481621,dos
4236763,dos
1368148,normal
2464978,dos
746105,normal
1224494,dos
3578740,dos
1964695,dos
92002,dos
1568312,dos
3138667,dos
282709,normal
4340875,dos
2794094,dos
1750013,dos
768879,normal
818431,normal
1897599,dos
3297136,dos
1212895,dos
1239467,dos
4639445,dos
953253,dos
2921707,dos
3135359,dos
3376564,dos
4642655,dos
3705157,dos
2826118,dos
1923680,dos
2276877,dos
2710027,dos
2655495,dos
4202284,dos
863723,normal
2717945,dos
2716525,dos
1004142,dos
249137,normal
2096101,dos
3452870,normal
2731359,dos
2213446,dos
4670315,dos
4872048,normal
4526058,normal
4021899,dos
3713169,dos
3942958,dos
2157340,dos
416187,normal
712767,dos
3049123,dos
3132341,dos
2474531,dos
1725253,dos
72001,normal
2347897,dos
3175952,dos
3409759,normal
1148122,dos
3286344,dos
225977,normal
2761285,dos
4238662,dos
3341363,dos
1395969,normal
1861586,dos
2499427,dos
3959449,dos
563672,dos
4833748,dos
748302,normal
4646862,dos
3789575,dos
3136545,dos
256429,normal
2698605,dos
2641664,dos
889371,normal
4767412,normal
3271700,dos
154734,normal
2935928,dos
4537187,normal
3651021,dos
2170634,dos
1638552,dos
3459427,dos
1506558,dos
4105728,dos
1294479,dos
571232,dos
4689665,dos
502709,probe
783178,normal
1795729,dos
4382274,dos
3955534,dos
3974133,dos
4012235,dos
2817,normal
1348735,normal
1974258,dos
924760,dos
3143494,dos
592309,dos
4338840,dos
2699332,dos
4073213,dos
21959,normal
3613721,dos
1420339,normal
3333585,dos
3791428,dos
3755808,dos
621280,dos
1387580,probe
2681178,dos
2082012,dos
2167011,dos
4342430,dos
2227893,dos
905849,dos
1738686,dos
4691929,dos
1802422,dos
4820926,normal
4538537,normal
469123,dos
4411989,dos
1142806,dos
3857257,dos
362143,normal
2072079,dos
4388449,dos
3628588,dos
1389125,normal
757533,normal
873188,normal
2742833,dos
2274116,dos
1475329,dos
3926076,dos
317345,normal
2181143,dos
3393723,dos
605155,dos
4669747,dos
131892,normal
275362,normal
429947,dos
3627523,dos
558371,dos
1962295,dos
3628300,dos
132661,normal
4534218,normal
4358660,dos
3050482,dos
403046,normal
440319,dos
2707708,dos
1693854,dos
4079318,dos
238165,normal
3756215,dos
2206005,dos
418172,probe
3558795,dos
1805274,dos
849167,normal
2773965,dos
2860693,dos
4539703,normal
2949835,dos
4034742,dos
2853308,dos
573824,dos
1091857,dos
2607183,dos
2766308,dos
2930144,dos
4167799,dos
2187877,dos
4002953,dos
498626,normal
1719331,dos
3585103,dos
2595451,dos
1495066,dos
4826591,normal
4181063,dos
590774,dos
2233569,dos
3687097,dos
1581224,dos
629297,dos
1729793,dos
3526434,dos
2337690,dos
1162248,dos
1153094,dos
1676195,dos
3038487,dos
3951335,dos
306308,normal
2428028,dos
4879456,normal
3656441,dos
3011346,dos
4601748,dos
3776393,dos
2724151,dos
4585375,dos
1367163,normal
3792585,dos
1548511,dos
3040746,dos
3041679,dos
3442421,normal
1975011,dos
2861249,dos
4879049,normal
2334124,dos
1090074,dos
3765299,dos
997534,dos
1442859,normal
3513611,dos
3449184,normal
3708407,dos
2583569,dos
3000112,dos
4570113,dos
4340415,dos
2024782,dos
1916916,dos
689606,dos
213779,normal
4592031,dos
2308930,dos
3412655,normal
1464083,probe
4876697,normal
3302229,dos
1561331,dos
4850025,dos
1791210,dos
1166369,dos
2721930,dos
3947911,dos
3890806,dos
18218,normal
1938300,dos
4798891,normal
2948485,dos
3464497,dos
1467824,dos
2083717,dos
2782330,dos
3188199,dos
2080858,dos
468619,dos
313070,normal
2302428,dos
1928479,dos
4853341,dos
1182011,dos
2578287,dos
1062083,dos
4038830,dos
3256694,dos
3358615,dos
2679035,dos
4140987,dos
1194277,dos
3542960,dos
4395554,dos
1184693,dos
3441998,normal
2049096,dos
3065869,dos
2741533,dos
1267310,dos
2255278,dos
1777159,dos
2844906,dos
3257186,dos
2012286,dos
4532299,normal
1626304,dos
248278,normal
2220093,dos
3932319,dos
3811969,dos
4727729,dos
971295,dos
3094415,dos
4235418,dos
3126713,dos
1309656,dos
4287798,dos
4494908,normal
185202,normal
3538646,dos
3607767,dos
3069125,dos
2527310,dos
2243675,dos
1637504,dos
2084009,dos
880296,normal
2729197,dos
4835687,dos
1983888,dos
3505247,dos
432063,dos
501417,normal
1976517,dos
686847,dos
1958749,dos
4870657,normal
366414,normal
1530509,dos
696014,dos
188881,normal
2991160,dos
794955,normal
3249176,dos
1940951,dos
4771957,normal
3055809,dos
1143897,dos
1362303,normal
1917553,dos
2141672,dos
3017125,dos
1938472,dos
2022969,dos
3135376,dos
2585130,dos
3788525,dos
4546686,normal
3060305,dos
320883,normal
4798869,normal
3047075,dos
4320365,dos
2895698,dos
757892,normal
98494,dos
2941366,dos
1177393,dos
1519958,dos
2668881,dos
4716360,dos
315575,normal
165718,normal
895496,probe
1498880,dos
892392,normal
1966291,dos
208040,normal
2333590,dos
3711766,dos
2880102,dos
1710041,dos
2864254,dos
2992639,dos
1368099,normal
3679950,normal
3473467,dos
2001124,dos
378052,normal
2115810,dos
2458519,dos
2528948,dos
4434809,dos
2640191,dos
4051074,dos
1387449,probe
4541757,normal
224242,normal
4469436,normal
220955,normal
1217506,dos
2352827,dos
1483538,dos
811958,normal
3737993,dos
3840075,dos
4694280,dos
268148,normal
1047718,normal
635978,dos
3807812,dos
4680925,dos
2818766,dos
2348667,dos
4720771,dos
3405837,normal
3573615,dos
1049978,normal
675041,dos
4266066,dos
2059414,dos
1501395,dos
266078,normal
4244820,dos
2169066,dos
3644262,dos
3225985,dos
650314,dos
593697,dos
3502432,dos
2139483,dos
1107544,dos
3669347,dos
1972945,dos
1530467,dos
3279283,dos
3425228,normal
2046447,dos
4689434,dos
4423068,dos
3103088,dos
2105297,dos
4015802,dos
4385242,dos
384984,normal
4690858,dos
4224118,dos
3763354,dos
3728048,dos
4702487,dos
1790811,dos
4315498,dos
1545135,dos
3825845,dos
140469,normal
3710134,dos
3776504,dos
1688795,dos
535389,dos
1158433,dos
2816469,dos
940684,dos
85119,dos
4312639,dos
2670120,dos
4739931,dos
1479868,dos
600846,dos
358410,normal
264056,normal
4742728,dos
306674,normal
2401813,dos
3430023,normal
3852143,dos
3303568,dos
817695,normal
1674059,dos
4709239,dos
3816050,dos
1400793,normal
3775663,dos
2431677,dos
1441699,r2l
1448253,normal
4608501,dos
1349732,normal
2668172,dos
907819,dos
4527024,normal
3688636,dos
2328530,dos
4078356,dos
582061,dos
178664,normal
1583172,dos
3140257,dos
3048027,dos
852084,normal
1167304,dos
4552956,normal
243408,normal
2372327,dos
3001221,dos
3975033,dos
43966,normal
3617017,dos
2964308,dos
878287,normal
3626569,dos
4646898,dos
2131327,dos
678106,dos
754366,normal
2983023,dos
3075400,dos
758846,normal
3630476,dos
2845643,dos
2149119,dos
776747,normal
26556,normal
2037245,dos
1277148,dos
3431226,normal
929338,dos
4374239,dos
2693584,dos
3148963,dos
1339572,dos
2774791,dos
669521,dos
1732551,dos
1747038,dos
4526901,normal
879960,normal
3572846,dos
2784041,dos
1423638,normal
1939277,dos
1411045,normal
1214249,dos
3203774,dos
4165099,dos
4882154,normal
4148483,dos
1831761,dos
3178095,dos
1773772,dos
135378,normal
225683,normal
3642529,dos
4209506,dos
315280,normal
3090350,dos
2773393,dos
1550744,dos
2745863,dos
3809360,dos
1762776,dos
1117133,dos
820624,normal
1941288,dos
1230179,dos
2967204,dos
4308590,dos
3317092,dos
1824930,dos
3370059,dos
3800380,dos
2440888,dos
2383779,dos
1765443,dos
378285,normal
1291731,dos
370772,normal
4363489,dos
4734082,dos
2580294,dos
1774647,dos
410568,normal
4390241,dos
1429701,normal
172755,normal
3525518,dos
2190346,dos
4448919,dos
4018797,dos
1359311,normal
3441059,normal
3700755,dos
1685630,dos
2535207,dos
3129852,dos
1987737,dos
3039631,dos
4244759,dos
1506909,dos
3241040,dos
2560973,dos
2249801,dos
2019601,dos
2209908,dos
2354979,dos
4267015,dos
2909058,dos
2379421,dos
4869930,normal
2338851,dos
3883659,dos
1689700,dos
180763,normal
3608218,dos
1556047,dos
4543710,normal
4843664,dos
1240597,dos
4383358,dos
4591782,dos
2663544,dos
689916,dos
4102282,dos
4350697,dos
1708319,dos
3302137,dos
1262556,dos
3260092,dos
3450468,normal
1775987,dos
2414802,dos
3241348,dos
767993,normal
1970077,dos
2207684,dos
896244,probe
3766266,dos
877094,normal
3237544,dos
1036648,normal
4654649,dos
4249257,dos
301482,normal
2727013,dos
2044434,dos
647459,dos
2525996,dos
788089,normal
4444937,dos
2880122,dos
4202773,dos
2126515,dos
3981731,dos
3800499,dos
1023473,normal
1355236,normal
1724260,dos
4268898,dos
1910304,dos
251053,normal
3120045,dos
940342,dos
3703957,dos
1211294,dos
3032968,dos
4699813,dos
1601098,dos
1986428,dos
951522,dos
1538810,dos
2437241,dos
603852,dos
4401353,dos
4209625,dos
2256291,dos
1691500,dos
3000153,dos
934503,dos
3178037,dos
2747893,dos
2809957,dos
3559772,dos
3225353,dos
1285084,dos
1307405,dos
3606031,dos
1067642,dos
3881639,dos
1929437,dos
635159,dos
467386,dos
1040722,normal
1203250,dos
234001,normal
800905,normal
1836872,dos
2552559,dos
2022090,dos
4061600,dos
3231594,dos
958145,dos
188882,normal
4636562,dos
3309977,dos
2264047,dos
4603650,dos
752061,normal
3871596,dos
2047288,dos
3854052,dos
1162209,dos
3156848,dos
1562142,dos
1720910,dos
2517520,dos
3375712,dos
1980765,dos
1474888,dos
4022037,dos
1460710,normal
4366073,dos
3297084,dos
3282839,dos
3113373,dos
837432,normal
1465587,dos
2810,normal
1663990,dos
4601350,dos
603174,dos
4201820,dos
3584823,dos
23933,normal
4863930,dos
4586910,dos
974094,dos
4118503,dos
3689905,dos
4340080,dos
4442770,dos
59253,normal
374180,normal
911413,dos
570998,dos
1264043,dos
3657197,dos
247053,normal
3249396,dos
1492518,dos
756864,normal
2914269,dos
3525682,dos
4729860,dos
2493368,dos
1370594,normal
2701135,dos
3697475,dos
2453176,dos
3792423,dos
2106419,dos
2312230,dos
525985,dos
963399,dos
2516299,dos
4532828,normal
4279917,dos
1521386,dos
2799754,dos
482268,dos
3703486,dos
3860582,dos
3876567,dos
1683463,dos
1635060,dos
3177019,dos
2158292,dos
3484431,dos
1215135,dos
2803802,dos
3612031,dos
3881076,dos
3967403,dos
3746586,dos
1790152,dos
1622497,dos
3384965,dos
674651,dos
1356480,normal
4636412,dos
70983,normal
390608,normal
2075965,dos
1257770,dos
630098,dos
4122033,dos
350436,normal
2514583,dos
3775437,dos
3833863,dos
2473075,dos
3222086,dos
3741202,dos
1212834,dos
1429156,normal
428916,dos
1750762,dos
2322369,dos
3383449,dos
2006548,dos
3444154,normal
1889412,dos
3026955,dos
1312934,dos
756654,normal
4396264,dos
3208919,dos
3171890,dos
1221116,dos
2924316,dos
2738456,dos
2736955,dos
867376,normal
3667888,dos
1760264,dos
2296532,dos
1341679,dos
2178414,dos
4216491,dos
4157397,dos
3550549,dos
4490508,normal
2943571,dos
328095,normal
957813,dos
2616556,dos
1676967,dos
3711857,dos
2586143,dos
444509,dos
1990804,dos
3550666,dos
812729,normal
645920,dos
950221,dos
2807860,dos
944706,dos
3600704,dos
3203732,dos
4854529,dos
4057680,dos
1594222,dos
101856,dos
3072912,dos
3733283,dos
2723823,dos
1724450,dos
600407,dos
2607205,dos
1258122,dos
2403439,dos
4490236,normal
13980,normal
1893584,dos
2746470,dos
2119942,dos
1997477,dos
748371,normal
4732145,dos
